Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session
Italy,24,4,Leclerc,Giovinazzi,1,2020,R
Italy,24,5,Leclerc,Raikkonen,1,2020,R
Italy,24,5,Raikkonen,Giovinazzi,3,2020,R
Italy,24,7,Sainz,Latifi,1,2020,R
Italy,24,8,Norris,Latifi,4,2020,R
Italy,24,9,Bottas,Latifi,4,2020,R
Italy,24,12,Verstappen,Perez,1,2020,R
Italy,24,15,Russell,Perez,3,2020,R
Italy,24,15,Perez,Russell,4,2020,R
Italy,24,17,Albon,Grosjean,4,2020,R
Italy,29,4,Sainz,Stroll,1,2020,R
Italy,29,11,Perez,Latifi,4,2020,R
Italy,29,13,Grosjean,Verstappen,4,2020,R
Italy,34,2,Sainz,Raikkonen,1,2020,R
Italy,35,3,Stroll,Raikkonen,4,2020,R
Italy,36,4,Norris,Raikkonen,1,2020,R
Italy,37,5,Bottas,Raikkonen,1,2020,R
Italy,38,6,Ricciardo,Raikkonen,1,2020,R
Italy,40,14,Hamilton,Albon,4,2020,R
Italy,41,13,Hamilton,Russell,1,2020,R
Italy,42,12,Hamilton,Grosjean,1,2020,R
Italy,43,7,Ocon,Raikkonen,4,2020,R
Italy,44,8,Kvyat,Raikkonen,1,2020,R
Italy,45,11,Hamilton,Latifi,4,2020,R
Italy,46,9,Perez,Raikkonen,4,2020,R
Italy,46,10,Hamilton,Raikkonen,8,2020,R
Italy,49,9,Hamilton,Perez,1,2020,R
Italy,51,8,Hamilton,Kvyat,4,2020,R
Italy,52,11,Latifi,Raikkonen,1,2020,R
Italy,53,7,Hamilton,Ocon,1,2020,R
Italy,53,12,Grosjean,Raikkonen,4,2020,R
Tuscany,11,12,Vettel,Grosjean,1,2020,R
Tuscany,15,5,Ricciardo,Perez,1,2020,R
Tuscany,16,11,Vettel,Raikkonen,1,2020,R
Tuscany,18,3,Stroll,Leclerc,1,2020,R
Tuscany,18,6,Albon,Perez,1,2020,R
Tuscany,19,4,Ricciardo,Leclerc,1,2020,R
Tuscany,20,5,Albon,Leclerc,1,2020,R
Tuscany,21,6,Perez,Leclerc,1,2020,R
Tuscany,26,12,Leclerc,Grosjean,1,2020,R
Tuscany,28,5,Norris,Perez,1,2020,R
Tuscany,30,6,Perez,Leclerc,1,2020,R
Tuscany,33,7,Norris,Leclerc,1,2020,R
Tuscany,34,12,Raikkonen,Grosjean,1,2020,R
Tuscany,48,2,Bottas,Ricciardo,1,2020,R
Tuscany,51,3,Albon,Ricciardo,1,2020,R
Tuscany,51,10,Vettel,Grosjean,1,2020,R
Russia,6,15,Russell,Raikkonen,2,2020,R
Russia,6,15,Raikkonen,Russell,4,2020,R
Russia,6,17,Norris,Albon,13,2020,R
Russia,8,10,Kvyat,Grosjean,13,2020,R
Russia,9,14,Raikkonen,Latifi,7,2020,R
Russia,10,16,Norris,Russell,18,2020,R
Russia,11,16,Russell,Norris,2,2020,R
Russia,11,17,Albon,Norris,2,2020,R
Russia,12,16,Albon,Russell,14,2020,R
Russia,13,17,Norris,Russell,2,2020,R
Russia,15,5,Perez,Ricciardo,3,2020,R
Russia,16,15,Albon,Latifi,4,2020,R
Russia,16,16,Norris,Latifi,13,2020,R
Russia,19,7,Hamilton,Vettel,2,2020,R
Russia,20,9,Ricciardo,Raikkonen,2,2020,R
Russia,27,3,Verstappen,Kvyat,2,2020,R
Russia,27,7,Ricciardo,Vettel,11,2020,R
Russia,28,8,Ocon,Vettel,2,2020,R
Russia,34,9,Gasly,Raikkonen,2,2020,R
Russia,36,16,Raikkonen,Latifi,2,2020,R
Russia,37,13,Albon,Giovinazzi,13,2020,R
Russia,39,12,Albon,Grosjean,2,2020,R
Russia,40,13,Giovinazzi,Grosjean,2,2020,R
Russia,41,14,Vettel,Grosjean,2,2020,R
Russia,42,11,Albon,Magnussen,2,2020,R
Russia,45,10,Gasly,Albon,13,2020,R
Russia,47,9,Gasly,Norris,2,2020,R
Russia,48,11,Giovinazzi,Magnussen,3,2020,R
Eifel,2,13,Magnussen,Gasly,4,2020,R
Eifel,9,4,Ricciardo,Leclerc,2,2020,R
Eifel,11,10,Gasly,Magnussen,1,2020,R
Eifel,13,1,Hamilton,Bottas,2,2020,R
Eifel,13,11,Kvyat,Magnussen,2,2020,R
Eifel,13,18,Vettel,Russell,1,2020,R
Eifel,15,3,Bottas,Ricciardo,13,2020,R
Eifel,16,10,Albon,Kvyat,15,2020,R
Eifel,18,7,Ricciardo,Gasly,13,2020,R
Eifel,20,10,Leclerc,Hulkenberg,1,2020,R
Eifel,28,7,Leclerc,Gasly,1,2020,R
Eifel,29,6,Gasly,Perez,2,2020,R
Eifel,29,6,Perez,Gasly,13,2020,R
Eifel,30,5,Perez,Norris,13,2020,R
Eifel,32,13,Hulkenberg,Latifi,1,2020,R
Eifel,33,4,Perez,Leclerc,15,2020,R
Eifel,34,4,Leclerc,Perez,1,2020,R
Eifel,34,4,Perez,Leclerc,13,2020,R
Eifel,38,8,Leclerc,Raikkonen,1,2020,R
Eifel,38,9,Gasly,Raikkonen,13,2020,R
Eifel,39,7,Leclerc,Vettel,1,2020,R
Eifel,39,10,Hulkenberg,Raikkonen,2,2020,R
Eifel,40,8,Gasly,Vettel,3,2020,R
Eifel,41,9,Hulkenberg,Vettel,1,2020,R
Eifel,50,7,Gasly,Grosjean,1,2020,R
Eifel,51,6,Gasly,Leclerc,1,2020,R
Eifel,53,12,Vettel,Latifi,1,2020,R
Eifel,53,13,Raikkonen,Latifi,7,2020,R
Eifel,55,11,Vettel,Magnussen,2,2020,R
Eifel,55,12,Raikkonen,Magnussen,7,2020,R
Portugal,2,1,Sainz,Bottas,6,2020,R
Portugal,2,6,Raikkonen,Leclerc,1,2020,R
Portugal,2,7,Ricciardo,Leclerc,3,2020,R
Portugal,2,9,Gasly,Albon,3,2020,R
Portugal,2,10,Stroll,Albon,5,2020,R
Portugal,2,11,Ocon,Albon,6,2020,R
Portugal,2,15,Grosjean,Vettel,1,2020,R
Portugal,2,17,Latifi,Magnussen,5,2020,R
Portugal,3,11,Albon,Ocon,1,2020,R
Portugal,3,16,Latifi,Vettel,1,2020,R
Portugal,3,16,Vettel,Latifi,6,2020,R
Portugal,5,4,Verstappen,Norris,1,2020,R
Portugal,5,18,Kvyat,Magnussen,1,2020,R
Portugal,6,1,Bottas,Sainz,1,2020,R
Portugal,7,2,Hamilton,Sainz,1,2020,R
Portugal,8,3,Verstappen,Sainz,1,2020,R
Portugal,8,6,Leclerc,Raikkonen,1,2020,R
Portugal,9,5,Leclerc,Norris,1,2020,R
Portugal,9,7,Ricciardo,Raikkonen,1,2020,R
Portugal,10,8,Gasly,Raikkonen,1,2020,R
Portugal,11,7,Gasly,Ricciardo,1,2020,R
Portugal,11,9,Stroll,Raikkonen,1,2020,R
Portugal,12,4,Leclerc,Sainz,1,2020,R
Portugal,12,10,Ocon,Albon,1,2020,R
Portugal,12,13,Vettel,Giovinazzi,1,2020,R
Portugal,13,6,Gasly,Norris,1,2020,R
Portugal,13,8,Stroll,Ricciardo,1,2020,R
Portugal,14,12,Vettel,Russell,1,2020,R
Portugal,20,1,Hamilton,Bottas,1,2020,R
Portugal,20,5,Gasly,Sainz,1,2020,R
Portugal,21,11,Perez,Kvyat,1,2020,R
Portugal,23,10,Perez,Giovinazzi,1,2020,R
Portugal,25,9,Perez,Russell,1,2020,R
Portugal,28,9,Ricciardo,Magnussen,1,2020,R
Portugal,28,11,Raikkonen,Magnussen,5,2020,R
Portugal,30,8,Ricciardo,Gasly,1,2020,R
Portugal,30,11,Sainz,Magnussen,1,2020,R
Portugal,31,12,Albon,Magnussen,1,2020,R
Portugal,32,10,Sainz,Raikkonen,1,2020,R
Portugal,32,10,Raikkonen,Sainz,3,2020,R
Portugal,32,10,Sainz,Raikkonen,5,2020,R
Portugal,32,10,Raikkonen,Sainz,7,2020,R
Portugal,33,10,Sainz,Raikkonen,1,2020,R
Portugal,33,18,Latifi,Magnussen,1,2020,R
Portugal,34,5,Perez,Ocon,8,2020,R
Portugal,37,14,Giovinazzi,Russell,7,2020,R
Portugal,37,18,Magnussen,Latifi,1,2020,R
Portugal,37,18,Latifi,Magnussen,3,2020,R
Portugal,38,18,Magnussen,Latifi,1,2020,R
Portugal,41,16,Kvyat,Grosjean,1,2020,R
Portugal,45,7,Gasly,Ricciardo,1,2020,R
Portugal,47,8,Sainz,Ricciardo,1,2020,R
Portugal,51,13,Russell,Giovinazzi,1,2020,R
Portugal,54,10,Vettel,Raikkonen,1,2020,R
Portugal,54,15,Norris,Kvyat,1,2020,R
Portugal,55,14,Norris,Giovinazzi,1,2020,R
Portugal,58,13,Norris,Russell,7,2020,R
Portugal,64,5,Gasly,Perez,1,2020,R
Portugal,65,6,Sainz,Perez,1,2020,R
Emilia-Romagna,6,9,Sainz,Norris,2,2020,R
Emilia-Romagna,27,8,Ricciardo,Magnussen,2,2020,R
Emilia-Romagna,27,9,Leclerc,Magnussen,9,2020,R
Emilia-Romagna,36,17,Stroll,Magnussen,2,2020,R
Emilia-Romagna,43,2,Verstappen,Bottas,2,2020,R
Emilia-Romagna,44,13,Vettel,Giovinazzi,2,2020,R
Emilia-Romagna,58,4,Kvyat,Leclerc,9,2020,R
Emilia-Romagna,58,5,Kvyat,Albon,2,2020,R
Emilia-Romagna,58,6,Perez,Albon,5,2020,R
Emilia-Romagna,58,6,Kvyat,Perez,2,2020,R
Turkey,2,17,Bottas,Russell,1,2020,R
Turkey,3,16,Bottas,Grosjean,7,2020,R
Turkey,3,19,Ocon,Latifi,7,2020,R
Turkey,8,12,Gasly,Kvyat,12,2020,R
Turkey,8,17,Leclerc,Ocon,12,2020,R
Turkey,9,13,Leclerc,Russell,10,2020,R
Turkey,10,14,Bottas,Ocon,12,2020,R
Turkey,11,10,Leclerc,Raikkonen,7,2020,R
Turkey,12,11,Russell,Raikkonen,11,2020,R
Turkey,12,12,Bottas,Raikkonen,11,2020,R
Turkey,13,9,Leclerc,Magnussen,1,2020,R
Turkey,14,17,Ocon,Grosjean,12,2020,R
Turkey,15,5,Albon,Hamilton,13,2020,R
Turkey,15,11,Bottas,Russell,12,2020,R
Turkey,15,11,Russell,Bottas,13,2020,R
Turkey,16,4,Albon,Vettel,7,2020,R
Turkey,16,12,Norris,Raikkonen,12,2020,R
Turkey,24,11,Norris,Russell,14,2020,R
Turkey,27,10,Norris,Magnussen,12,2020,R
Turkey,29,13,Gasly,Raikkonen,11,2020,R
Turkey,32,6,Sainz,Ricciardo,11,2020,R
Turkey,34,15,Russell,Gasly,2,2020,R
Turkey,36,14,Gasly,Russell,12,2020,R
Turkey,37,1,Hamilton,Perez,12,2020,R
Turkey,39,4,Vettel,Stroll,11,2020,R
Turkey,39,4,Stroll,Vettel,12,2020,R
Turkey,39,4,Vettel,Stroll,13,2020,R
Turkey,39,5,Leclerc,Stroll,13,2020,R
Turkey,39,6,Leclerc,Albon,12,2020,R
Turkey,39,15,Raikkonen,Russell,12,2020,R
Turkey,40,4,Leclerc,Vettel,12,2020,R
Turkey,40,6,Albon,Stroll,12,2020,R
Turkey,41,7,Sainz,Stroll,13,2020,R
Turkey,43,3,Leclerc,Verstappen,12,2020,R
Turkey,44,5,Sainz,Albon,12,2020,R
Turkey,46,13,Gasly,Bottas,7,2020,R
Turkey,49,14,Bottas,Raikkonen,6,2020,R
Turkey,52,6,Verstappen,Albon,12,2020,R
Turkey,56,8,Norris,Stroll,3,2020,R
Turkey,58,2,Leclerc,Perez,10,2020,R
Turkey,58,2,Perez,Leclerc,12,2020,R
Turkey,58,3,Vettel,Leclerc,13,2020,R
Bahrain,9,8,Sainz,Ricciardo,11,2020,R
Bahrain,9,9,Sainz,Gasly,4,2020,R
Bahrain,10,12,Russell,Raikkonen,1,2020,R
Bahrain,12,7,Sainz,Leclerc,1,2020,R
Bahrain,12,8,Ricciardo,Leclerc,8,2020,R
Bahrain,12,15,Bottas,Vettel,1,2020,R
Bahrain,13,9,Gasly,Leclerc,4,2020,R
Bahrain,14,14,Bottas,Latifi,4,2020,R
Bahrain,18,14,Ocon,Vettel,11,2020,R
Bahrain,18,15,Ricciardo,Vettel,14,2020,R
Bahrain,19,10,Norris,Latifi,4,2020,R
Bahrain,19,13,Ocon,Magnussen,10,2020,R
Bahrain,20,11,Ocon,Latifi,4,2020,R
Bahrain,20,12,Ocon,Giovinazzi,1,2020,R
Bahrain,20,12,Ricciardo,Latifi,11,2020,R
Bahrain,20,13,Ricciardo,Giovinazzi,8,2020,R
Bahrain,22,5,Albon,Leclerc,1,2020,R
Bahrain,22,17,Vettel,Latifi,4,2020,R
Bahrain,23,3,Perez,Gasly,1,2020,R
Bahrain,24,4,Albon,Gasly,1,2020,R
Bahrain,25,6,Norris,Bottas,1,2020,R
Bahrain,25,11,Leclerc,Magnussen,10,2020,R
Bahrain,26,7,Sainz,Ricciardo,4,2020,R
Bahrain,26,13,Bottas,Kvyat,11,2020,R
Bahrain,27,6,Sainz,Ocon,1,2020,R
Bahrain,27,10,Bottas,Magnussen,8,2020,R
Bahrain,27,11,Bottas,Russell,1,2020,R
Bahrain,28,14,Giovinazzi,Raikkonen,4,2020,R
Bahrain,32,10,Bottas,Leclerc,1,2020,R
Bahrain,37,10,Ocon,Ricciardo,2,2020,R
Bahrain,38,4,Perez,Sainz,1,2020,R
Bahrain,38,10,Ricciardo,Ocon,4,2020,R
Bahrain,39,4,Albon,Sainz,1,2020,R
Bahrain,40,6,Sainz,Leclerc,11,2020,R
Bahrain,42,11,Leclerc,Giovinazzi,11,2020,R
Bahrain,43,9,Bottas,Ocon,1,2020,R
Bahrain,43,15,Vettel,Magnussen,1,2020,R
Bahrain,44,5,Norris,Gasly,4,2020,R
Bahrain,44,16,Latifi,Magnussen,1,2020,R
Bahrain,45,17,Raikkonen,Magnussen,1,2020,R
Bahrain,47,12,Kvyat,Giovinazzi,1,2020,R
Bahrain,51,6,Sainz,Gasly,4,2020,R
Bahrain,53,13,Russell,Giovinazzi,1,2020,R
Sakhir,7,2,Sainz,Bottas,1,2020,R
Sakhir,7,2,Bottas,Sainz,3,2020,R
Sakhir,8,9,Norris,Vettel,1,2020,R
Sakhir,9,10,Vettel,Albon,1,2020,R
Sakhir,9,13,Perez,Latifi,1,2020,R
Sakhir,10,12,Perez,Magnussen,1,2020,R
Sakhir,10,16,Raikkonen,Aitken,6,2020,R
Sakhir,11,10,Albon,Vettel,4,2020,R
Sakhir,11,11,Perez,Vettel,8,2020,R
Sakhir,11,16,Aitken,Raikkonen,5,2020,R
Sakhir,16,13,Latifi,Magnussen,4,2020,R
Sakhir,16,14,Giovinazzi,Magnussen,7,2020,R
Sakhir,20,9,Albon,Norris,5,2020,R
Sakhir,20,10,Perez,Norris,6,2020,R
Sakhir,21,9,Perez,Albon,5,2020,R
Sakhir,31,12,Norris,Aitken,1,2020,R
Sakhir,32,12,Vettel,Latifi,4,2020,R
Sakhir,43,9,Ocon,Stroll,5,2020,R
Sakhir,52,9,Albon,Norris,1,2020,R
Sakhir,54,11,Gasly,Vettel,1,2020,R
Sakhir,56,4,Perez,Stroll,4,2020,R
Sakhir,57,3,Perez,Ocon,4,2020,R
Sakhir,70,4,Russell,Bottas,7,2020,R
Sakhir,70,14,Raikkonen,Magnussen,3,2020,R
Sakhir,70,14,Magnussen,Raikkonen,5,2020,R
Sakhir,70,14,Raikkonen,Magnussen,11,2020,R
Sakhir,71,14,Magnussen,Raikkonen,2,2020,R
Sakhir,71,14,Raikkonen,Magnussen,4,2020,R
Sakhir,72,3,Russell,Stroll,1,2020,R
Sakhir,72,8,Albon,Kvyat,1,2020,R
Sakhir,73,2,Russell,Ocon,4,2020,R
Sakhir,77,5,Sainz,Bottas,7,2020,R
Sakhir,77,6,Ricciardo,Bottas,10,2020,R
Sakhir,78,7,Albon,Bottas,1,2020,R
Sakhir,78,8,Kvyat,Bottas,4,2020,R
Sakhir,80,14,Russell,Magnussen,10,2020,R
Sakhir,81,13,Russell,Raikkonen,10,2020,R
Sakhir,83,12,Russell,Giovinazzi,1,2020,R
Sakhir,84,11,Russell,Vettel,1,2020,R
Sakhir,85,9,Norris,Gasly,1,2020,R
Sakhir,86,10,Russell,Gasly,4,2020,R
Sakhir,87,9,Russell,Norris,1,2020,R
Abu Dhabi,2,9,Gasly,Ocon,8,2020,R
Abu Dhabi,2,19,Perez,Latifi,8,2020,R
Abu Dhabi,3,18,Perez,Fittipaldi,8,2020,R
Abu Dhabi,4,17,Perez,Magnussen,11,2020,R
Abu Dhabi,5,16,Perez,Russell,8,2020,R
Abu Dhabi,6,4,Albon,Norris,8,2020,R
Abu Dhabi,6,15,Perez,Giovinazzi,8,2020,R
Abu Dhabi,8,7,Stroll,Kvyat,8,2020,R
Abu Dhabi,8,14,Perez,Raikkonen,8,2020,R
Abu Dhabi,9,8,Gasly,Kvyat,11,2020,R
Abu Dhabi,14,8,Sainz,Leclerc,8,2020,R
Abu Dhabi,14,15,Raikkonen,Magnussen,4,2020,R
Abu Dhabi,15,12,Ocon,Giovinazzi,8,2020,R
Abu Dhabi,16,9,Stroll,Leclerc,8,2020,R
Abu Dhabi,16,9,Leclerc,Stroll,11,2020,R
Abu Dhabi,16,13,Kvyat,Giovinazzi,8,2020,R
Abu Dhabi,17,7,Sainz,Vettel,11,2020,R
Abu Dhabi,17,14,Raikkonen,Giovinazzi,8,2020,R
Abu Dhabi,19,9,Stroll,Leclerc,8,2020,R
Abu Dhabi,20,10,Gasly,Leclerc,8,2020,R
Abu Dhabi,22,11,Ocon,Leclerc,8,2020,R
Abu Dhabi,22,15,Russell,Giovinazzi,11,2020,R
Abu Dhabi,26,18,Leclerc,Fittipaldi,8,2020,R
Abu Dhabi,27,16,Leclerc,Magnussen,11,2020,R
Abu Dhabi,27,17,Leclerc,Latifi,8,2020,R
Abu Dhabi,28,16,Latifi,Magnussen,8,2020,R
Abu Dhabi,29,9,Gasly,Stroll,11,2020,R
Abu Dhabi,31,8,Gasly,Vettel,8,2020,R
Abu Dhabi,34,14,Leclerc,Russell,8,2020,R
Abu Dhabi,41,14,Vettel,Russell,8,2020,R
Abu Dhabi,55,9,Ocon,Stroll,11,2020,R
Bahrain,4,5,Norris,Gasly,4,2021,R
Bahrain,4,6,Ricciardo,Gasly,6,2021,R
Bahrain,4,15,Perez,Tsunoda,10,2021,R
Bahrain,4,16,Perez,Latifi,6,2021,R
Bahrain,4,17,Perez,Schumacher,1,2021,R
Bahrain,6,3,Bottas,Leclerc,1,2021,R
Bahrain,6,14,Perez,Russell,8,2021,R
Bahrain,7,13,Perez,Vettel,1,2021,R
Bahrain,7,13,Vettel,Perez,4,2021,R
Bahrain,8,13,Perez,Vettel,1,2021,R
Bahrain,9,4,Norris,Leclerc,1,2021,R
Bahrain,9,7,Stroll,Alonso,1,2021,R
Bahrain,9,14,Tsunoda,Vettel,1,2021,R
Bahrain,10,12,Perez,Ocon,4,2021,R
Bahrain,14,8,Norris,Latifi,1,2021,R
Bahrain,14,9,Leclerc,Latifi,4,2021,R
Bahrain,15,3,Hamilton,Sainz,4,2021,R
Bahrain,16,5,Norris,Vettel,11,2021,R
Bahrain,17,9,Stroll,Alonso,1,2021,R
Bahrain,18,3,Bottas,Perez,11,2021,R
Bahrain,19,7,Ricciardo,Vettel,1,2021,R
Bahrain,20,7,Stroll,Vettel,1,2021,R
Bahrain,20,8,Alonso,Vettel,1,2021,R
Bahrain,20,8,Vettel,Alonso,4,2021,R
Bahrain,20,13,Tsunoda,Ocon,1,2021,R
Bahrain,20,13,Ocon,Tsunoda,7,2021,R
Bahrain,21,8,Sainz,Vettel,1,2021,R
Bahrain,21,8,Alonso,Vettel,1,2021,R
Bahrain,21,9,Vettel,Alonso,4,2021,R
Bahrain,21,9,Perez,Vettel,14,2021,R
Bahrain,21,9,Sainz,Alonso,4,2021,R
Bahrain,21,13,Tsunoda,Ocon,1,2021,R
Bahrain,23,10,Raikkonen,Alonso,1,2021,R
Bahrain,24,12,Tsunoda,Vettel,1,2021,R
Bahrain,25,8,Perez,Sainz,4,2021,R
Bahrain,26,11,Tsunoda,Alonso,1,2021,R
Bahrain,27,7,Perez,Stroll,1,2021,R
Bahrain,29,16,Vettel,Latifi,4,2021,R
Bahrain,32,6,Perez,Ricciardo,1,2021,R
Bahrain,36,10,Raikkonen,Russell,4,2021,R
Bahrain,36,11,Tsunoda,Russell,10,2021,R
Bahrain,36,12,Raikkonen,Russell,11,2021,R
Bahrain,36,12,Tsunoda,Vettel,1,2021,R
Bahrain,38,10,Tsunoda,Raikkonen,4,2021,R
Bahrain,39,7,Stroll,Perez,4,2021,R
Bahrain,40,7,Perez,Stroll,1,2021,R
Bahrain,44,6,Perez,Ricciardo,1,2021,R
Bahrain,44,12,Ocon,Vettel,1,2021,R
Bahrain,46,8,Sainz,Stroll,1,2021,R
Bahrain,47,13,Ocon,Vettel,1,2021,R
Bahrain,52,5,Perez,Leclerc,1,2021,R
Bahrain,52,5,Leclerc,Perez,4,2021,R
Bahrain,52,5,Perez,Leclerc,6,2021,R
Bahrain,53,9,Tsunoda,Stroll,1,2021,R
Bahrain,53,9,Stroll,Tsunoda,4,2021,R
Bahrain,56,9,Tsunoda,Stroll,1,2021,R
Emilia-Romagna,7,6,Sainz,Gasly,9,2021,R
Emilia-Romagna,7,6,Gasly,Sainz,12,2021,R
Emilia-Romagna,8,7,Norris,Sainz,2,2021,R
Emilia-Romagna,9,6,Norris,Gasly,2,2021,R
Emilia-Romagna,9,7,Sainz,Gasly,9,2021,R
Emilia-Romagna,10,8,Stroll,Gasly,2,2021,R
Emilia-Romagna,10,8,Gasly,Stroll,2,2021,R
Emilia-Romagna,11,8,Stroll,Gasly,2,2021,R
Emilia-Romagna,12,9,Bottas,Gasly,2,2021,R
Emilia-Romagna,13,10,Russell,Gasly,2,2021,R
Emilia-Romagna,13,11,Raikkonen,Gasly,2,2021,R
Emilia-Romagna,13,12,Giovinazzi,Gasly,7,2021,R
Emilia-Romagna,13,13,Tsunoda,Gasly,9,2021,R
Emilia-Romagna,13,15,Vettel,Ocon,14,2021,R
Emilia-Romagna,14,14,Vettel,Gasly,2,2021,R
Emilia-Romagna,20,14,Ocon,Vettel,17,2021,R
Emilia-Romagna,21,16,Gasly,Vettel,7,2021,R
Emilia-Romagna,26,6,Sainz,Ricciardo,2,2021,R
Emilia-Romagna,30,8,Stroll,Bottas,2,2021,R
Emilia-Romagna,35,2,Norris,Leclerc,2,2021,R
Emilia-Romagna,35,8,Tsunoda,Hamilton,2,2021,R
Emilia-Romagna,35,12,Gasly,Ocon,2,2021,R
Emilia-Romagna,39,6,Hamilton,Stroll,2,2021,R
Emilia-Romagna,42,5,Hamilton,Ricciardo,2,2021,R
Emilia-Romagna,47,12,Perez,Vettel,2,2021,R
Emilia-Romagna,47,12,Vettel,Perez,2,2021,R
Emilia-Romagna,48,12,Perez,Vettel,2,2021,R
Emilia-Romagna,50,4,Hamilton,Sainz,2,2021,R
Emilia-Romagna,52,13,Tsunoda,Vettel,2,2021,R
Emilia-Romagna,55,3,Hamilton,Leclerc,2,2021,R
Emilia-Romagna,60,2,Hamilton,Norris,2,2021,R
Portugal,7,2,Verstappen,Hamilton,1,2021,R
Portugal,7,4,Perez,Sainz,1,2021,R
Portugal,7,5,Norris,Sainz,3,2021,R
Portugal,7,7,Leclerc,Ocon,9,2021,R
Portugal,7,12,Ricciardo,Giovinazzi,5,2021,R
Portugal,7,13,Alonso,Russell,14,2021,R
Portugal,7,14,Tsunoda,Alonso,3,2021,R
Portugal,7,14,Alonso,Tsunoda,5,2021,R
Portugal,7,18,Mazepin,Schumacher,1,2021,R
Portugal,8,14,Stroll,Russell,3,2021,R
Portugal,8,18,Schumacher,Mazepin,1,2021,R
Portugal,11,2,Hamilton,Verstappen,1,2021,R
Portugal,14,15,Tsunoda,Russell,5,2021,R
Portugal,15,4,Perez,Norris,1,2021,R
Portugal,18,10,Ricciardo,Vettel,1,2021,R
Portugal,20,1,Hamilton,Bottas,1,2021,R
Portugal,23,11,Sainz,Russell,1,2021,R
Portugal,25,15,Vettel,Schumacher,1,2021,R
Portugal,26,11,Gasly,Russell,1,2021,R
Portugal,26,12,Ocon,Russell,5,2021,R
Portugal,27,13,Vettel,Russell,5,2021,R
Portugal,30,18,Latifi,Russell,1,2021,R
Portugal,33,16,Latifi,Schumacher,3,2021,R
Portugal,33,17,Russell,Schumacher,4,2021,R
Portugal,34,11,Ocon,Gasly,1,2021,R
Portugal,36,16,Russell,Latifi,1,2021,R
Portugal,37,3,Verstappen,Bottas,5,2021,R
Portugal,44,7,Ocon,Sainz,1,2021,R
Portugal,48,9,Ricciardo,Gasly,5,2021,R
Portugal,49,10,Alonso,Gasly,1,2021,R
Portugal,51,1,Hamilton,Perez,1,2021,R
Portugal,51,9,Alonso,Ricciardo,1,2021,R
Portugal,56,12,Giovinazzi,Vettel,1,2021,R
Portugal,58,8,Alonso,Sainz,1,2021,R
Portugal,59,12,Stroll,Vettel,1,2021,R
Portugal,61,17,Schumacher,Latifi,3,2021,R
Portugal,64,9,Ricciardo,Sainz,1,2021,R
Portugal,65,10,Gasly,Sainz,1,2021,R
Spain,8,16,Russell,Schumacher,1,2021,R
Spain,11,10,Stroll,Alonso,5,2021,R
Spain,11,16,Russell,Mazepin,1,2021,R
Spain,15,16,Latifi,Schumacher,1,2021,R
Spain,22,16,Alonso,Mazepin,7,2021,R
Spain,23,17,Vettel,Gasly,1,2021,R
Spain,29,5,Ricciardo,Raikkonen,1,2021,R
Spain,30,12,Alonso,Giovinazzi,1,2021,R
Spain,30,13,Vettel,Giovinazzi,5,2021,R
Spain,31,7,Sainz,Raikkonen,1,2021,R
Spain,31,14,Gasly,Giovinazzi,1,2021,R
Spain,37,9,Norris,Raikkonen,1,2021,R
Spain,37,16,Latifi,Giovinazzi,1,2021,R
Spain,46,5,Perez,Ricciardo,1,2021,R
Spain,50,8,Sainz,Norris,1,2021,R
Spain,52,2,Hamilton,Bottas,10,2021,R
Spain,52,6,Ricciardo,Ocon,1,2021,R
Spain,53,7,Sainz,Ocon,1,2021,R
Spain,53,14,Gasly,Vettel,1,2021,R
Spain,55,10,Norris,Russell,1,2021,R
Spain,57,3,Bottas,Leclerc,1,2021,R
Spain,60,1,Hamilton,Verstappen,1,2021,R
Spain,60,12,Gasly,Raikkonen,13,2021,R
Spain,60,14,Vettel,Russell,1,2021,R
Spain,61,8,Norris,Ocon,1,2021,R
Spain,61,10,Stroll,Alonso,1,2021,R
Spain,61,11,Gasly,Alonso,3,2021,R
Spain,61,12,Raikkonen,Alonso,4,2021,R
Spain,62,10,Gasly,Stroll,1,2021,R
Azerbaijan,2,12,Ricciardo,Norris,2,2021,R
Azerbaijan,2,12,Norris,Ricciardo,3,2021,R
Azerbaijan,4,13,Stroll,Raikkonen,1,2021,R
Azerbaijan,7,7,Tsunoda,Alonso,1,2021,R
Azerbaijan,9,15,Norris,Mazepin,3,2021,R
Azerbaijan,10,13,Norris,Alonso,1,2021,R
Azerbaijan,16,11,Ricciardo,Alonso,1,2021,R
Azerbaijan,23,13,Sainz,Giovinazzi,3,2021,R
Azerbaijan,36,5,Vettel,Leclerc,1,2021,R
Azerbaijan,36,9,Sainz,Bottas,2,2021,R
Azerbaijan,36,10,Ricciardo,Bottas,4,2021,R
Azerbaijan,36,10,Sainz,Ricciardo,6,2021,R
Azerbaijan,36,11,Alonso,Bottas,6,2021,R
Azerbaijan,36,12,Alonso,Raikkonen,2,2021,R
Azerbaijan,36,12,Raikkonen,Bottas,7,2021,R
Azerbaijan,36,13,Alonso,Latifi,1,2021,R
Azerbaijan,36,14,Giovinazzi,Latifi,2,2021,R
Azerbaijan,51,3,Gasly,Leclerc,1,2021,R
France,2,11,Vettel,Ocon,8,2021,R
