Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session
Emilia-Romagna S,11,5,Ricciardo,Magnussen,1,2022,R
Emilia-Romagna S,12,6,Sainz,Magnussen,1,2022,R
Emilia-Romagna S,14,5,Sainz,Ricciardo,1,2022,R
Emilia-Romagna S,15,10,Schumacher,Vettel,1,2022,R
Emilia-Romagna S,16,8,Bottas,Alonso,1,2022,R
Emilia-Romagna S,17,17,Gasly,Albon,1,2022,R
Emilia-Romagna S,19,4,Sainz,Norris,1,2022,R
Emilia-Romagna S,19,7,Bottas,Magnussen,1,2022,R
Emilia-Romagna S,19,11,Russell,Vettel,1,2022,R
Emilia-Romagna S,20,1,Verstappen,Leclerc,1,2022,R
Emilia-Romagna S,20,12,Tsunoda,Vettel,1,2022,R
Emilia Romagna,5,8,Vettel,Alonso,1,2022,R
Emilia Romagna,5,9,Tsunoda,Alonso,7,2022,R
Emilia Romagna,5,10,Stroll,Alonso,12,2022,R
Emilia Romagna,6,11,Hamilton,Alonso,1,2022,R
Emilia Romagna,8,3,Leclerc,Norris,1,2022,R
Emilia Romagna,12,5,Russell,Magnussen,1,2022,R
Emilia Romagna,12,5,Russell,Magnussen,1,2022,R
Emilia Romagna,12,5,Magnussen,Russell,14,2022,R
Emilia Romagna,14,16,Zhou,Schumacher,1,2022,R
Emilia Romagna,19,12,Gasly,Hamilton,1,2022,R
Emilia Romagna,19,13,Albon,Hamilton,5,2022,R
Emilia Romagna,20,2,Perez,Leclerc,5,2022,R
Emilia Romagna,20,12,Albon,Gasly,1,2022,R
Emilia Romagna,41,15,Zhou,Latifi,1,2022,R
Emilia Romagna,47,8,Tsunoda,Magnussen,1,2022,R
Emilia Romagna,50,3,Norris,Leclerc,1,2022,R
Emilia Romagna,51,3,Leclerc,Norris,1,2022,R
Emilia Romagna,53,6,Tsunoda,Vettel,1,2022,R
Emilia Romagna,55,17,Schumacher,Ricciardo,1,2022,R
Emilia Romagna,56,8,Leclerc,Magnussen,1,2022,R
Emilia Romagna,59,7,Leclerc,Vettel,1,2022,R
Emilia Romagna,62,6,Leclerc,Tsunoda,1,2022,R
Miami,2,11,Schumacher,Ricciardo,12,2022,R
Miami,2,17,Ocon,Latifi,1,2022,R
Miami,3,7,Hamilton,Alonso,11,2022,R
Miami,3,12,Magnussen,Ricciardo,11,2022,R
Miami,6,6,Hamilton,Gasly,1,2022,R
Miami,6,10,Schumacher,Tsunoda,1,2022,R
Miami,6,11,Magnussen,Tsunoda,7,2022,R
Miami,7,14,Albon,Russell,17,2022,R
Miami,8,14,Russell,Albon,2,2022,R
Miami,9,1,Verstappen,Leclerc,1,2022,R
Miami,10,12,Ricciardo,Tsunoda,1,2022,R
Miami,13,11,Russell,Ricciardo,17,2022,R
Miami,15,14,Stroll,Latifi,11,2022,R
Miami,16,16,Magnussen,Latifi,17,2022,R
Miami,16,15,Vettel,Latifi,13,2022,R
Miami,17,16,Schumacher,Latifi,11,2022,R
Miami,19,13,Vettel,Norris,4,2022,R
Miami,19,14,Magnussen,Norris,7,2022,R
Miami,19,15,Schumacher,Norris,17,2022,R
Miami,19,18,Albon,Tsunoda,11,2022,R
Miami,24,18,Tsunoda,Latifi,11,2022,R
Miami,27,13,Magnussen,Vettel,7,2022,R
Miami,30,13,Vettel,Magnussen,17,2022,R
Miami,31,12,Magnussen,Vettel,11,2022,R
Miami,31,13,Schumacher,Vettel,11,2022,R
Miami,34,12,Schumacher,Magnussen,17,2022,R
Miami,35,14,Norris,Vettel,8,2022,R
Miami,39,10,Stroll,Gasly,3,2022,R
Miami,40,11,Schumacher,Gasly,8,2022,R
Miami,40,12,Magnussen,Gasly,8,2022,R
Miami,40,13,Norris,Gasly,8,2022,R
Miami,47,12,Vettel,Stroll,2,2022,R
Miami,47,13,Ricciardo,Stroll,3,2022,R
Miami,47,13,Vettel,Magnussen,2,2022,R
Miami,47,14,Magnussen,Stroll,1,2022,R
Miami,47,14,Ricciardo,Magnussen,3,2022,R
Miami,49,5,Hamilton,Bottas,17,2022,R
Miami,49,6,Russell,Bottas,17,2022,R
Miami,49,11,Vettel,Albon,17,2022,R
Miami,49,13,Magnussen,Ricciardo,11,2022,R
Miami,49,14,Stroll,Magnussen,17,2022,R
Miami,49,16,Tsunoda,Latifi,11,2022,R
Miami,50,14,Magnussen,Stroll,3,2022,R
Miami,52,3,Perez,Sainz,1,2022,R
Miami,52,3,Sainz,Perez,1,2022,R
Miami,53,9,Vettel,Ocon,17,2022,R
Miami,53,10,Vettel,Schumacher,17,2022,R
Miami,54,5,Russell,Hamilton,11,2022,R
Miami,54,11,Magnussen,Ricciardo,7,2022,R
Miami,54,12,Stroll,Ricciardo,11,2022,R
Miami,56,12,Stroll,Magnussen,11,2022,R
Miami,57,13,Tsunoda,Magnussen,6,2022,R
Spain,3,16,Zhou,Albon,7,2022,R
Spain,4,6,Bottas,Schumacher,1,2022,R
Spain,5,8,Ocon,Ricciardo,1,2022,R
Spain,5,14,Alonso,Stroll,1,2022,R
Spain,6,7,Ocon,Schumacher,1,2022,R
Spain,6,15,Zhou,Stroll,1,2022,R
Spain,7,10,Tsunoda,Sainz,5,2022,R
Spain,7,13,Alonso,Vettel,1,2022,R
Spain,9,8,Norris,Ricciardo,1,2022,R
Spain,9,12,Alonso,Gasly,1,2022,R
Spain,10,7,Norris,Schumacher,1,2022,R
Spain,11,9,Tsunoda,Ricciardo,1,2022,R
Spain,14,9,Sainz,Norris,1,2022,R
Spain,14,11,Tsunoda,Alonso,1,2022,R
Spain,15,5,Bottas,Vettel,10,2022,R
Spain,16,17,Stroll,Albon,1,2022,R
Spain,17,6,Ocon,Vettel,1,2022,R
Spain,18,7,Sainz,Vettel,1,2022,R
Spain,19,12,Schumacher,Ricciardo,1,2022,R
Spain,21,18,Latifi,Albon,1,2022,R
Spain,22,13,Zhou,Gasly,1,2022,R
Spain,24,5,Sainz,Ocon,1,2022,R
Spain,24,18,Hamilton,Albon,5,2022,R
Spain,25,17,Hamilton,Latifi,4,2022,R
Spain,27,14,Stroll,Gasly,1,2022,R
Spain,27,16,Hamilton,Stroll,4,2022,R
Spain,29,15,Stroll,Magnussen,10,2022,R
Spain,30,12,Hamilton,Vettel,1,2022,R
Spain,31,1,Perez,Russell,1,2022,R
Spain,31,3,Verstappen,Bottas,12,2022,R
Spain,34,10,Alonso,Tsunoda,1,2022,R
Spain,39,8,Norris,Vettel,1,2022,R
Spain,40,17,Magnussen,Albon,1,2022,R
Spain,45,13,Vettel,Gasly,1,2022,R
Spain,47,6,Sainz,Ocon,1,2022,R
Spain,51,6,Hamilton,Ocon,1,2022,R
Spain,51,16,Stroll,Magnussen,1,2022,R
Spain,53,3,Russell,Bottas,1,2022,R
Spain,55,9,Alonso,Schumacher,1,2022,R
Spain,56,10,Tsunoda,Schumacher,1,2022,R
Spain,58,4,Sainz,Bottas,1,2022,R
Spain,58,5,Hamilton,Bottas,3,2022,R
Spain,59,11,Vettel,Schumacher,1,2022,R
Spain,60,4,Hamilton,Sainz,1,2022,R
Spain,62,16,Latifi,Magnussen,1,2022,R
Spain,64,12,Ricciardo,Schumacher,1,2022,R
Spain,65,4,Sainz,Hamilton,1,2022,R
Spain,65,13,Gasly,Schumacher,1,2022,R
Monaco,12,13,Gasly,Zhou,5,2022,R
Monaco,13,12,Gasly,Ricciardo,13,2022,R
Monaco,17,14,Vettel,Zhou,18,2022,R
Monaco,17,17,Tsunoda,Schumacher,5,2022,R
Monaco,17,18,Stroll,Schumacher,5,2022,R
Monaco,19,11,Gasly,Magnussen,9,2022,R
Monaco,19,13,Vettel,Ricciardo,5,2022,R
Monaco,19,16,Stroll,Tsunoda,17,2022,R
Monaco,20,19,Schumacher,Latifi,5,2022,R
Monaco,21,16,Albon,Zhou,18,2022,R
Monaco,22,9,Vettel,Gasly,17,2022,R
Monaco,23,5,Russell,Norris,2,2022,R
Monaco,49,16,Latifi,Zhou,13,2022,R
Azerbaijan,2,17,Magnussen,Stroll,1,2022,R
Azerbaijan,3,16,Magnussen,Bottas,1,2022,R
Azerbaijan,6,15,Magnussen,Albon,1,2022,R
Azerbaijan,15,1,Verstappen,Perez,1,2022,R
Azerbaijan,15,15,Magnussen,Stroll,1,2022,R
Azerbaijan,17,14,Magnussen,Bottas,1,2022,R
Azerbaijan,18,9,Hamilton,Ocon,3,2022,R
Azerbaijan,21,15,Albon,Norris,3,2022,R
Azerbaijan,22,7,Tsunoda,Ocon,3,2022,R
Azerbaijan,25,8,Vettel,Ocon,3,2022,R
Azerbaijan,26,5,Hamilton,Ricciardo,3,2022,R
Azerbaijan,26,10,Alonso,Magnussen,1,2022,R
Azerbaijan,27,9,Alonso,Ocon,1,2022,R
Azerbaijan,27,14,Norris,Albon,3,2022,R
Azerbaijan,28,13,Norris,Stroll,3,2022,R
Azerbaijan,31,12,Norris,Bottas,3,2022,R
Azerbaijan,36,5,Hamilton,Tsunoda,1,2022,R
Azerbaijan,44,4,Hamilton,Gasly,3,2022,R
Canada,2,17,Leclerc,Gasly,1,2022,R
Canada,3,2,Sainz,Alonso,13,2022,R
Canada,3,6,Russell,Ocon,10,2022,R
Canada,3,16,Leclerc,Stroll,13,2022,R
Canada,4,9,Zhou,Ricciardo,13,2022,R
Canada,5,5,Russell,Magnussen,10,2022,R
Canada,12,5,Hamilton,Ocon,1,2022,R
Canada,13,12,Leclerc,Norris,13,2022,R
Canada,15,2,Verstappen,Alonso,13,2022,R
Canada,15,18,Magnussen,Latifi,6,2022,R
Canada,17,10,Bottas,Albon,13,2022,R
Canada,19,7,Zhou,Schumacher,8,2022,R
Canada,21,7,Leclerc,Bottas,13,2022,R
Canada,21,17,Norris,Latifi,13,2022,R
Canada,22,2,Sainz,Alonso,13,2022,R
Canada,23,3,Hamilton,Alonso,13,2022,R
Canada,30,13,Vettel,Gasly,13,2022,R
Canada,43,11,Leclerc,Ricciardo,8,2022,R
Canada,44,2,Verstappen,Hamilton,13,2022,R
Canada,44,10,Leclerc,Tsunoda,13,2022,R
Canada,46,11,Ricciardo,Tsunoda,13,2022,R
Canada,47,7,Leclerc,Stroll,13,2022,R
Canada,47,8,Leclerc,Zhou,1,2022,R
Canada,57,9,Zhou,Vettel,1,2022,R
Canada,57,10,Ricciardo,Vettel,13,2022,R
Canada,57,12,Stroll,Magnussen,1,2022,R
Canada,57,13,Albon,Magnussen,13,2022,R
Canada,57,14,Albon,Gasly,1,2022,R
Canada,58,6,Leclerc,Alonso,10,2022,R
Canada,58,14,Gasly,Magnussen,1,2022,R
Canada,58,15,Norris,Magnussen,12,2022,R
Canada,59,16,Latifi,Magnussen,13,2022,R
Canada,60,5,Leclerc,Ocon,10,2022,R
Canada,63,10,Stroll,Ricciardo,13,2022,R
Great Britain,4,10,Ocon,Latifi,3,2022,R
Great Britain,4,12,Bottas,Ricciardo,6,2022,R
Great Britain,4,16,Schumacher,Stroll,9,2022,R
Great Britain,5,7,Alonso,Gasly,15,2022,R
Great Britain,6,4,Hamilton,Norris,6,2022,R
Great Britain,7,16,Perez,Vettel,3,2022,R
Great Britain,12,1,Sainz,Verstappen,15,2022,R
Great Britain,13,15,Perez,Tsunoda,15,2022,R
Great Britain,15,11,Schumacher,Magnussen,6,2022,R
Great Britain,18,12,Perez,Magnussen,15,2022,R
Great Britain,20,8,Perez,Ricciardo,15,2022,R
Great Britain,24,7,Vettel,Verstappen,4,2022,R
Great Britain,29,9,Ocon,Latifi,6,2022,R
Great Britain,32,10,Schumacher,Latifi,6,2022,R
Great Britain,33,11,Magnussen,Latifi,6,2022,R
Great Britain,36,8,Ocon,Verstappen,15,2022,R
Great Britain,43,1,Sainz,Leclerc,5,2022,R
Great Britain,43,3,Perez,Hamilton,5,2022,R
Great Britain,43,8,Verstappen,Magnussen,6,2022,R
Great Britain,43,9,Schumacher,Magnussen,9,2022,R
Great Britain,44,7,Verstappen,Vettel,4,2022,R
Great Britain,45,2,Hamilton,Perez,17,2022,R
Great Britain,45,3,Hamilton,Leclerc,17,2022,R
Great Britain,45,3,Perez,Leclerc,17,2022,R
Great Britain,45,8,Schumacher,Vettel,6,2022,R
Great Britain,46,2,Perez,Hamilton,3,2022,R
Great Britain,46,3,Leclerc,Hamilton,4,2022,R
Great Britain,48,3,Hamilton,Leclerc,7,2022,R
Great Britain,48,3,Leclerc,Hamilton,9,2022,R
Great Britain,48,3,Hamilton,Leclerc,15,2022,R
Great Britain,49,11,Stroll,Latifi,15,2022,R
Austria,3,16,Latifi,Tsunoda,3,2022,S
Austria,4,10,Hamilton,Albon,1,2022,S
Austria,5,5,Magnussen,Ocon,3,2022,S
Austria,5,5,Ocon,Magnussen,3,2022,S
Austria,6,11,Norris,Albon,3,2022,S
Austria,6,11,Albon,Norris,4,2022,S
Austria,6,11,Norris,Albon,9,2022,S
Austria,6,16,Tsunoda,Latifi,4,2022,S
Austria,7,2,Sainz,Leclerc,3,2022,S
Austria,7,2,Leclerc,Sainz,3,2022,S
Austria,7,12,Ricciardo,Albon,3,2022,S
Austria,8,9,Hamilton,Bottas,3,2022,S
Austria,8,17,Gasly,Latifi,3,2022,S
Austria,9,7,Perez,Schumacher,3,2022,S
Austria,9,18,Zhou,Latifi,3,2022,S
Austria,10,6,Perez,Magnussen,3,2022,S
Austria,12,5,Perez,Ocon,3,2022,S
Austria,15,15,Gasly,Tsunoda,3,2022,S
Austria,15,15,Tsunoda,Gasly,4,2022,S
Austria,16,16,Zhou,Tsunoda,3,2022,S
Austria,21,8,Hamilton,Schumacher,3,2022,S
Austria,21,15,Zhou,Gasly,3,2022,S
Austria,2,14,Tsunoda,Zhou,3,2022,R
Austria,2,17,Alonso,Vettel,6,2022,R
Austria,4,7,Schumacher,Hamilton,3,2022,R
Austria,5,9,Norris,Ricciardo,3,2022,R
Austria,12,1,Leclerc,Verstappen,4,2022,R
Austria,14,5,Hamilton,Schumacher,7,2022,R
Austria,15,4,Hamilton,Magnussen,4,2022,R
Austria,15,16,Gasly,Bottas,4,2022,R
Austria,15,18,Russell,Latifi,3,2022,R
Austria,16,5,Verstappen,Schumacher,3,2022,R
Austria,17,17,Russell,Bottas,4,2022,R
Austria,18,3,Verstappen,Hamilton,4,2022,R
Austria,19,13,Schumacher,Ricciardo,3,2022,R
Austria,20,9,Ocon,Vettel,3,2022,R
Austria,21,15,Russell,Gasly,3,2022,R
Austria,22,7,Ocon,Zhou,4,2022,R
Austria,23,6,Ocon,Tsunoda,3,2022,R
Austria,24,8,Magnussen,Zhou,1,2022,R
Austria,24,8,Alonso,Zhou,1,2022,R
Austria,24,9,Zhou,Alonso,1,2022,R
Austria,24,9,Alonso,Zhou,3,2022,R
Austria,24,9,Magnussen,Alonso,1,2022,R
Austria,24,9,Norris,Alonso,3,2022,R
Austria,24,10,Norris,Zhou,3,2022,R
Austria,24,11,Schumacher,Zhou,3,2022,R
Austria,24,13,Russell,Albon,4,2022,R
Austria,25,10,Schumacher,Alonso,4,2022,R
Austria,26,7,Magnussen,Tsunoda,4,2022,R
Austria,27,8,Schumacher,Norris,3,2022,R
Austria,29,10,Russell,Ricciardo,3,2022,R
Austria,30,4,Hamilton,Ocon,3,2022,R
Austria,30,15,Vettel,Latifi,4,2022,R
Austria,32,6,Schumacher,Magnussen,9,2022,R
Austria,32,16,Tsunoda,Latifi,3,2022,R
Austria,32,17,Alonso,Latifi,3,2022,R
Austria,32,18,Zhou,Latifi,6,2022,R
Austria,33,1,Leclerc,Verstappen,1,2022,R
Austria,33,16,Alonso,Tsunoda,4,2022,R
Austria,37,13,Vettel,Bottas,6,2022,R
Austria,37,17,Zhou,Tsunoda,3,2022,R
Austria,39,12,Vettel,Gasly,4,2022,R
Austria,40,12,Alonso,Stroll,3,2022,R
Austria,41,7,Norris,Magnussen,3,2022,R
Austria,42,11,Russell,Zhou,3,2022,R
Austria,44,8,Russell,Stroll,7,2022,R
Austria,44,9,Russell,Schumacher,3,2022,R
Austria,44,11,Magnussen,Zhou,6,2022,R
Austria,44,15,Albon,Vettel,3,2022,R
Austria,45,8,Schumacher,Stroll,1,2022,R
Austria,45,8,Stroll,Schumacher,3,2022,R
Austria,46,12,Norris,Tsunoda,4,2022,R
Austria,47,8,Schumacher,Stroll,3,2022,R
Austria,47,9,Magnussen,Stroll,3,2022,R
Austria,50,17,Zhou,Vettel,4,2022,R
Austria,53,1,Leclerc,Verstappen,3,2022,R
Austria,54,6,Russell,Alonso,3,2022,R
Austria,54,16,Zhou,Tsunoda,4,2022,R
Austria,61,4,Russell,Ocon,3,2022,R
Austria,61,13,Alonso,Stroll,3,2022,R
Austria,62,7,Norris,Magnussen,4,2022,R
Austria,62,12,Alonso,Gasly,2,2022,R
Austria,64,10,Bottas,Albon,4,2022,R
Austria,64,13,Stroll,Gasly,4,2022,R
Austria,67,11,Alonso,Albon,3,2022,R
Austria,67,14,Zhou,Gasly,4,2022,R
Austria,67,16,Vettel,Tsunoda,3,2022,R
Austria,70,10,Alonso,Bottas,3,2022,R
France,2,12,Magnussen,Albon,11,2022,R
France,2,16,Sainz,Bottas,8,2022,R
France,2,17,Sainz,Latifi,1,2022,R
France,3,5,Russell,Alonso,8,2022,R
France,3,15,Sainz,Gasly,1,2022,R
France,4,14,Sainz,Schumacher,11,2022,R
France,5,13,Sainz,Albon,8,2022,R
France,7,8,Ocon,Ricciardo,8,2022,R
France,8,12,Sainz,Magnussen,8,2022,R
France,12,11,Sainz,Vettel,1,2022,R
France,13,12,Sainz,Stroll,8,2022,R
France,14,15,Latifi,Bottas,8,2022,R
France,17,6,Verstappen,Norris,11,2022,R
France,17,9,Sainz,Ricciardo,8,2022,R
France,21,6,Sainz,Norris,8,2022,R
France,21,7,Sainz,Ricciardo,1,2022,R
France,22,5,Sainz,Alonso,8,2022,R
France,22,16,Magnussen,Zhou,1,2022,R
France,23,15,Magnussen,Latifi,11,2022,R
France,30,4,Sainz,Russell,10,2022,R
France,36,13,Gasly,Magnussen,8,2022,R
France,37,14,Latifi,Magnussen,10,2022,R
France,37,14,Magnussen,Latifi,11,2022,R
France,39,11,Vettel,Albon,1,2022,R
France,41,3,Sainz,Perez,14,2022,R
France,43,8,Sainz,Ocon,12,2022,R
France,44,7,Sainz,Ricciardo,1,2022,R
France,45,6,Sainz,Norris,11,2022,R
France,45,8,Ocon,Ricciardo,10,2022,R
France,47,5,Sainz,Alonso,11,2022,R
France,47,12,Gasly,Albon,1,2022,R
France,50,3,Russell,Perez,13,2022,R
France,52,14,Bottas,Schumacher,1,2022,R
Hungary,3,16,Vettel,Zhou,1,2022,R
Hungary,5,7,Verstappen,Alonso,4,2022,R
Hungary,7,6,Verstappen,Ocon,1,2022,R
Hungary,7,8,Perez,Alonso,3,2022,R
Hungary,9,7,Perez,Ocon,1,2022,R
Hungary,9,17,Gasly,Latifi,1,2022,R
Hungary,10,14,Vettel,Tsunoda,1,2022,R
Hungary,12,4,Hamilton,Norris,1,2022,R
Hungary,12,5,Verstappen,Norris,2,2022,R
Hungary,13,6,Perez,Norris,1,2022,R
Hungary,13,15,Zhou,Tsunoda,1,2022,R
Hungary,14,19,Magnussen,Tsunoda,2,2022,R
Hungary,15,19,Tsunoda,Magnussen,1,2022,R
Hungary,16,12,Norris,Latifi,1,2022,R
Hungary,16,17,Stroll,Vettel,1,2022,R
Hungary,17,14,Ricciardo,Albon,2,2022,R
Hungary,18,4,Russell,Ocon,1,2022,R
Hungary,18,15,Stroll,Albon,2,2022,R
Hungary,19,4,Sainz,Ocon,1,2022,R
Hungary,19,15,Vettel,Albon,1,2022,R
Hungary,20,5,Verstappen,Alonso,1,2022,R
Hungary,20,9,Perez,Bottas,1,2022,R
Hungary,20,11,Norris,Zhou,1,2022,R
Hungary,20,18,Gasly,Magnussen,1,2022,R
Hungary,21,4,Verstappen,Ocon,1,2022,R
Hungary,21,8,Perez,Schumacher,1,2022,R
Hungary,21,9,Norris,Bottas,1,2022,R
Hungary,21,16,Tsunoda,Albon,2,2022,R
Hungary,23,15,Tsunoda,Schumacher,1,2022,R
Hungary,24,10,Ricciardo,Ocon,3,2022,R
Hungary,24,11,Ricciardo,Alonso,2,2022,R
Hungary,24,16,Gasly,Schumacher,1,2022,R
Hungary,27,11,Stroll,Alonso,1,2022,R
Hungary,28,16,Schumacher,Zhou,1,2022,R
Hungary,28,18,Latifi,Magnussen,3,2022,R
Hungary,29,9,Stroll,Ocon,1,2022,R
Hungary,31,1,Leclerc,Russell,1,2022,R
Hungary,31,11,Vettel,Alonso,1,2022,R
Hungary,38,10,Vettel,Ocon,1,2022,R
Hungary,38,15,Zhou,Schumacher,1,2022,R
Hungary,40,18,Magnussen,Latifi,2,2022,R
Hungary,41,3,Verstappen,Leclerc,1,2022,R
Hungary,42,5,Russell,Perez,1,2022,R
Hungary,45,3,Verstappen,Leclerc,1,2022,R
Hungary,45,19,Albon,Tsunoda,4,2022,R
Hungary,48,12,Stroll,Zhou,2,2022,R
Hungary,49,11,Stroll,Ricciardo,1,2022,R
Hungary,49,13,Vettel,Zhou,1,2022,R
Hungary,51,12,Vettel,Ricciardo,1,2022,R
Hungary,51,14,Gasly,Zhou,1,2022,R
Hungary,54,2,Russell,Leclerc,1,2022,R
Hungary,55,13,Gasly,Ricciardo,2,2022,R
Hungary,56,17,Albon,Latifi,1,2022,R
Hungary,58,17,Zhou,Albon,1,2022,R
Hungary,62,10,Stroll,Bottas,1,2022,R
Hungary,62,11,Vettel,Bottas,2,2022,R
Hungary,62,16,Zhou,Magnussen,1,2022,R
Hungary,63,3,Hamilton,Sainz,1,2022,R
Hungary,65,2,Hamilton,Russell,1,2022,R
Hungary,69,14,Zhou,Schumacher,14,2022,R
Hungary,69,16,Magnussen,Albon,13,2022,R
Belgium,2,9,Leclerc,Stroll,5,2022,R
Belgium,5,6,Verstappen,Ricciardo,18,2022,R
Belgium,5,15,Tsunoda,Schumacher,5,2022,R
Belgium,5,15,Gasly,Schumacher,18,2022,R
Belgium,6,5,Verstappen,Vettel,18,2022,R
Belgium,6,7,Albon,Ricciardo,5,2022,R
Belgium,6,16,Leclerc,Schumacher,1,2022,R
Belgium,6,17,Latifi,Schumacher,5,2022,R
Belgium,7,4,Verstappen,Alonso,5,2022,R
Belgium,7,10,Ocon,Magnussen,5,2022,R
Belgium,8,3,Verstappen,Russell,5,2022,R
Belgium,8,14,Leclerc,Tsunoda,18,2022,R
Belgium,8,15,Leclerc,Gasly,12,2022,R
Belgium,9,11,Norris,Magnussen,5,2022,R
Belgium,9,13,Leclerc,Zhou,12,2022,R
Belgium,10,12,Leclerc,Magnussen,5,2022,R
Belgium,11,12,Zhou,Magnussen,5,2022,R
Belgium,12,1,Verstappen,Perez,5,2022,R
Belgium,12,5,Sainz,Ricciardo,10,2022,R
Belgium,12,7,Leclerc,Norris,5,2022,R
Belgium,12,13,Alonso,Latifi,18,2022,R
Belgium,12,14,Schumacher,Alonso,2,2022,R
Belgium,12,14,Alonso,Schumacher,7,2022,R
Belgium,13,4,Sainz,Vettel,18,2022,R
Belgium,14,5,Leclerc,Stroll,5,2022,R
Belgium,14,6,Russell,Stroll,18,2022,R
Belgium,14,9,Alonso,Tsunoda,1,2022,R
Belgium,14,9,Tsunoda,Alonso,5,2022,R
Belgium,14,12,Albon,Schumacher,2,2022,R
Belgium,14,13,Ricciardo,Schumacher,15,2022,R
Belgium,14,14,Ocon,Schumacher,17,2022,R
Belgium,15,9,Albon,Vettel,5,2022,R
Belgium,15,11,Ocon,Latifi,18,2022,R
Belgium,15,12,Ocon,Ricciardo,18,2022,R
Belgium,16,4,Russell,Leclerc,5,2022,R
Belgium,16,6,Alonso,Tsunoda,5,2022,R
Belgium,16,15,Zhou,Magnussen,5,2022,R
Belgium,16,17,Schumacher,Latifi,2,2022,R
Belgium,17,8,Vettel,Albon,5,2022,R
Belgium,18,1,Verstappen,Sainz,5,2022,R
Belgium,18,13,Stroll,Norris,5,2022,R
Belgium,20,8,Ocon,Albon,1,2022,R
Belgium,20,11,Stroll,Gasly,1,2022,R
Belgium,20,11,Gasly,Stroll,5,2022,R
Belgium,20,16,Tsunoda,Schumacher,5,2022,R
Belgium,21,2,Perez,Sainz,5,2022,R
Belgium,21,11,Stroll,Gasly,5,2022,R
Belgium,24,16,Gasly,Schumacher,5,2022,R
Belgium,26,14,Tsunoda,Magnussen,5,2022,R
Belgium,27,10,Alonso,Zhou,8,2022,R
Belgium,27,13,Gasly,Magnussen,5,2022,R
Belgium,27,17,Latifi,Stroll,2,2022,R
Belgium,27,17,Stroll,Latifi,18,2022,R
Belgium,28,9,Alonso,Norris,5,2022,R
Belgium,28,14,Albon,Schumacher,5,2022,R
Belgium,29,6,Leclerc,Ocon,5,2022,R
Belgium,29,8,Alonso,Ricciardo,5,2022,R
Belgium,29,14,Stroll,Schumacher,5,2022,R
Belgium,29,16,Zhou,Latifi,17,2022,R
Belgium,30,15,Zhou,Norris,5,2022,R
Belgium,31,5,Leclerc,Vettel,5,2022,R
Belgium,31,13,Norris,Zhou,5,2022,R
Belgium,31,16,Magnussen,Latifi,5,2022,R
Belgium,35,7,Vettel,Gasly,1,2022,R
Belgium,35,7,Ocon,Vettel,5,2022,R
Belgium,35,8,Ocon,Gasly,5,2022,R
Belgium,35,8,Gasly,Vettel,5,2022,R
Belgium,35,8,Vettel,Gasly,5,2022,R
Belgium,41,13,Tsunoda,Zhou,18,2022,R
Belgium,42,13,Zhou,Tsunoda,5,2022,R
Belgium,43,5,Alonso,Leclerc,5,2022,R
Belgium,44,5,Leclerc,Alonso,5,2022,R
Belgium,44,13,Tsunoda,Zhou,5,2022,R
Netherlands,4,6,Russell,Norris,1,2022,R
Netherlands,10,12,Alonso,Gasly,1,2022,R
Netherlands,10,18,Magnussen,Latifi,1,2022,R
Netherlands,10,18,Latifi,Magnussen,1,2022,R
Netherlands,11,18,Magnussen,Latifi,1,2022,R
Netherlands,12,11,Alonso,Tsunoda,1,2022,R
Netherlands,15,16,Schumacher,Vettel,11,2022,R
Netherlands,19,16,Bottas,Vettel,1,2022,R
Netherlands,20,6,Sainz,Albon,1,2022,R
Netherlands,28,2,Verstappen,Russell,1,2022,R
Netherlands,33,13,Bottas,Schumacher,1,2022,R
Netherlands,37,3,Hamilton,Perez,1,2022,R
Netherlands,39,4,Russell,Perez,1,2022,R
Netherlands,40,17,Schumacher,Ricciardo,11,2022,R
Netherlands,41,18,Magnussen,Ricciardo,1,2022,R
Netherlands,44,5,Perez,Norris,1,2022,R
Netherlands,55,6,Sainz,Ocon,1,2022,R
Netherlands,61,1,Verstappen,Hamilton,1,2022,R
Netherlands,61,5,Sainz,Perez,1,2022,R
Netherlands,64,2,Russell,Hamilton,1,2022,R
Netherlands,66,3,Leclerc,Hamilton,1,2022,R
Netherlands,70,13,Vettel,Schumacher,1,2022,R
Italy,2,3,Verstappen,Ricciardo,1,2022,R
Italy,2,10,Stroll,Vettel,1,2022,R
Italy,2,12,Ocon,Magnussen,9,2022,R
Italy,2,14,Sainz,Latifi,11,2022,R
Italy,2,15,Sainz,Perez,1,2022,R
Italy,2,17,Tsunoda,Schumacher,1,2022,R
Italy,3,15,Perez,Latifi,1,2022,R
Italy,4,13,Sainz,Magnussen,1,2022,R
Italy,4,14,Perez,Magnussen,1,2022,R
Italy,4,16,Tsunoda,Latifi,1,2022,R
Italy,4,16,Latifi,Tsunoda,2,2022,R
Italy,4,18,Schumacher,Hamilton,3,2022,R
Italy,4,18,Hamilton,Schumacher,9,2022,R
Italy,5,2,Verstappen,Russell,1,2022,R
Italy,5,11,Sainz,Vettel,11,2022,R
Italy,5,12,Sainz,Ocon,1,2022,R
Italy,6,10,Sainz,Stroll,1,2022,R
Italy,6,13,Perez,Ocon,9,2022,R
Italy,7,15,Tsunoda,Latifi,1,2022,R
Italy,8,9,Sainz,Zhou,1,2022,R
